conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,sentiment_label
1836898853548933204,Thu Sep 19 22:43:09 +0000 2024,0,Cattle breathalyser captures burps to track emissions battle climate change - ABC News Cow burps are making the planet hotter? Oh FFS! Have we reached peak insanity yet? https://t.co/oyRnd9Bfi4,1836898853548933204,,,en,Australia,0,0,0,https://x.com/CJ_Aylen/status/1836898853548933204,1479023970,CJ_Aylen,negative
1836662656083644926,Thu Sep 19 22:42:55 +0000 2024,0,@Space2013M @MrSokoni We've invested to the point where we have 150% production capacity vs need. We can qsn engineers in terms of location &amp; leaders for putting all the eggs in the hydro basket. But to take Climate change from the discussion where drought has dropped you from 150% to less than 30%?,1836898794920673593,,Space2013M,en,,0,0,0,https://x.com/damweembs/status/1836898794920673593,2212727986,damweembs,neutral
1836724962486329543,Thu Sep 19 22:42:50 +0000 2024,0,@wideawake_media Meanwhile back on Earth... #ClimateScam #WEF @wef #Space #ClimateChange https://t.co/j6h0IM07qW,1836898772820873646,https://pbs.twimg.com/media/GX35DOQWcAAFg1H.jpg,wideawake_media,en,,0,0,0,https://x.com/PsychedeliaSmi4/status/1836898772820873646,1591881871604027393,PsychedeliaSmi4,neutral
1836898769599877324,Thu Sep 19 22:42:49 +0000 2024,1,Climate change logic is now so twisted that everything is caused by atmospheric CO2 induced climate change as if simply saying it makes it so. Hence flooding volcanoes earthquakes hurricanes tornadoes tsunamis all prove climate change.,1836898769599877324,,,en,"SF Bay Area, CA",0,1,0,https://x.com/curbpainters/status/1836898769599877324,839339474660151296,curbpainters,neutral
1836738119309160748,Thu Sep 19 22:42:31 +0000 2024,7,@GreenpeaceUK While the goal of achieving net-zero emissions is widely promoted as a solution to climate change there are substantial arguments questioning its feasibility and effectiveness. The narrative surrounding net-zero emissions often frames it as a straightforward solution to,1836898694744133981,,GreenpeaceUK,en,,0,0,0,https://x.com/BarryESharp/status/1836898694744133981,1115749633987305472,BarryESharp,positive
1836541998804636116,Thu Sep 19 22:42:25 +0000 2024,0,@Met4CastUK The climate change... https://t.co/wcum8oJABQ,1836898669418672635,https://pbs.twimg.com/media/GX35mWNX0AAoyxR.jpg,Met4CastUK,en,,0,0,0,https://x.com/Myrdrwin/status/1836898669418672635,3130154705,Myrdrwin,neutral
1836898569678201161,Thu Sep 19 22:42:01 +0000 2024,0,One Extraterrestrial We Ate For Dinner https://t.co/zeHVXjP3gf #OceanProtectionLeague #SaveTheOcean #ocean #beach #nature #sea #travel #love #sky #water #climatechange https://t.co/1SG6FZpz5f,1836898569678201161,https://pbs.twimg.com/media/GX35g5fXkAAlyva.jpg,,en,No Bluewashing!,0,0,0,https://x.com/OceanProtectL/status/1836898569678201161,1027377422600040449,OceanProtectL,neutral
1836898503974367370,Thu Sep 19 22:41:45 +0000 2024,1,breaking news urgent now and beyond future! save our education action now - save our loving Planet save our loving animal climate change impact action now! save our supreme court blue wave Party! @ Supreme court ethic act https://t.co/wP2plJi2Vm,1836898503974367370,,,en,,0,0,1,https://x.com/LoanNgu02041197/status/1836898503974367370,1421597985046032386,LoanNgu02041197,positive
1836898457853862177,Thu Sep 19 22:41:34 +0000 2024,2,Climate change means we may have to learn to live with invasive species https://t.co/GyLzoniFjS #EcoEnergy #SolarInnovation https://t.co/dquause0ki,1836898457853862177,https://pbs.twimg.com/media/GX35aXkWEAAu-0_.jpg,,en,Belmore River NSW 2440,0,0,0,https://x.com/RiseUp4Climate/status/1836898457853862177,1211867191030599681,RiseUp4Climate,neutral
1836898443102744916,Thu Sep 19 22:41:31 +0000 2024,0,Things that make you go... - @CNN never covers a #TrumpRally live but just happened to be filming during his Butler PA rally. - @MSNBC just happens to be at his golf course filming him live at the same time there was a shooter hiding in the bushes. His plan to play,1836898443102744916,,,en,,0,0,0,https://x.com/Camels4Climate/status/1836898443102744916,1823060363115638784,Camels4Climate,positive
1836881061621428273,Thu Sep 19 22:41:24 +0000 2024,4,@BNODesk It must have been climate change ,1836898415726170190,,BNODesk,en,United States,0,0,0,https://x.com/ThomasMusket/status/1836898415726170190,1601613109592219649,ThomasMusket,neutral
1836866055119196475,Thu Sep 19 22:41:21 +0000 2024,2,@JohnRustad4BC So you don't believe in climate change and figure the best response is doing nothing except go balls to the walls on usage .,1836898399750357201,,JohnRustad4BC,en,Planet Earth,0,0,1,https://x.com/h0k86/status/1836898399750357201,1138785912,h0k86,positive
1836898329478709753,Thu Sep 19 22:41:04 +0000 2024,1,The E.U. has been a world leader on climate change legislation. Now officials and business groups around the globe are lobbying to persuade E.U. officials to suspend an environmental law aimed at protecting endangered forests by tracing supply chains. https://t.co/uQ4A6uSSJN,1836898329478709753,,,en,"New York, NY",0,0,0,https://x.com/dealbook/status/1836898329478709753,16955517,dealbook,negative
1836745548478456172,Thu Sep 19 22:40:56 +0000 2024,0,@Jian89963610451 @vancoop @BuckRight I thought taxation causes climate change would have sold it ,1836898294817038570,,Jian89963610451,en,,0,1,0,https://x.com/Enough9901/status/1836898294817038570,1771212710883033088,Enough9901,neutral
1836846502020255902,Thu Sep 19 22:40:53 +0000 2024,0,@Forbes Climate change is nothing but a lie If the previous sentence is not true; explain then why politicians like the ones in the current administration and their friends (most likely former presidents and the elite ) have billion dollar mansions close to the beaches of America,1836898285115822395,,Forbes,en,"Chicago, IL",0,0,0,https://x.com/santosynoelly/status/1836898285115822395,336143364,santosynoelly,positive
1836898190517489687,Thu Sep 19 22:40:31 +0000 2024,0,2025. You join a protest against inaction on climate change. The Israeli-trained police hit the explode button linked to your mobile phone killing you and the woman and children next to you. #auspol,1836898190517489687,,,en,,0,0,0,https://x.com/matthaggis666/status/1836898190517489687,2951027582,matthaggis666,negative
1836674350369640455,Thu Sep 19 22:40:23 +0000 2024,0,@Provokatov the two things are not always mutually exclusive.. almost everyone is acting out one role or another - whether that is being Pro-Palestine or Pro-Israel or anti-climate Change or being the fecking king of england ..,1836898157080240132,,Provokatov,en,"Cambridge, England",0,0,0,https://x.com/andipandi666/status/1836898157080240132,95439332,andipandi666,neutral
1836896873065374170,Thu Sep 19 22:40:02 +0000 2024,1,@liz_churchill10 So is climate change,1836898068673036570,,liz_churchill10,en,"Prince Albert, Saskatchewan",0,0,0,https://x.com/Deb07886489/status/1836898068673036570,1293306079518982145,Deb07886489,neutral
1836897940075352495,Thu Sep 19 22:39:31 +0000 2024,5,#Earth May Have Had #Ring System 466 Million Yrs Ago - https://t.co/MhbFxrbGoj - #GIS #spatial #mapping #model #modeling #geology #structuralgeology #climatechange #paleoclimate #Ordovician #asteroid #rochelimit #craters #impactcrater #crater #icehouse #meteorite #platetectonics https://t.co/TAHgu8z4yx,1836897940075352495,https://pbs.twimg.com/media/GX33mBvXEAAy7jv.jpg,,en,"Denver, CO",0,0,3,https://x.com/gregcocks_kiwi/status/1836897940075352495,2260711387,gregcocks_kiwi,neutral
1836836169340047444,Thu Sep 19 22:39:30 +0000 2024,0,@TrueNorthCentre Bull shit,1836897936409829863,,TrueNorthCentre,en,,0,0,0,https://x.com/VictoriusM59851/status/1836897936409829863,1742092790711152640,VictoriusM59851,negative
1836649404494733694,Thu Sep 19 22:39:26 +0000 2024,8,@Airstrip_0ne @Ckanned Very much party of nothing cynical career politicians more closely aligned to LNP conservative values than reformist values Abandoned any last vestiges of morality supporting Israeli genocide abandoned 3+m to poverty environment pillaged climate change blatantly ignored,1836897918101729703,,Airstrip_0ne,en,"Police Point, Tasmania",0,0,3,https://x.com/potcalling/status/1836897918101729703,404508332,potcalling,positive
1836880603637059998,Thu Sep 19 22:39:05 +0000 2024,17,@LongTimeHistory Kind of a breaking point for North Carolina don't you think. I actually love the State. I vacationed in the Outer Banks many times and hope they survive climate change. The people there are great. I hope they choose wisely.,1836897832847990821,,LongTimeHistory,en,,0,4,2,https://x.com/livingwage5/status/1836897832847990821,1272344235094740993,livingwage5,positive
1836822834724630703,Thu Sep 19 22:39:03 +0000 2024,0,@realMaalouf They should be arrested for it just as climate change activists should be.,1836897821821120663,,realMaalouf,en,,0,0,0,https://x.com/Lee__Maxwell/status/1836897821821120663,1400208315938918405,Lee__Maxwell,negative
1836897729068581151,Thu Sep 19 22:38:41 +0000 2024,3,How to change people s minds about climate change: what the science says https://t.co/iQtj5lFJA1,1836897729068581151,,,en,"Acton, Canberra",0,0,2,https://x.com/OwenAtkin/status/1836897729068581151,948767190336942080,OwenAtkin,neutral
1836895961290825880,Thu Sep 19 22:38:12 +0000 2024,3,damn we really did that. earth has been here for 4.5 BBBillion! years &amp; humans fucked it up in a millisecond. the industrial revolution was the singular worst thing to ever happen to this planet &amp; we deserve this shit. no more 5 years to reverse climate change its too late bro,1836897607521632579,,keri_wtf,en,roku city,0,0,0,https://x.com/keri_wtf/status/1836897607521632579,217285573,keri_wtf,negative
1836897585300394039,Thu Sep 19 22:38:06 +0000 2024,2,Bri Finley hailing from @eesalbnl on how cannibalistic cells can help save us from climate change keeping the necromass out of the atmosphere @BerkeleyLab #LabSLAM2024 @LBNLpathways #NPAW2024 Watch live right now: https://t.co/w9t5MfTlrs https://t.co/adu50pkbRI,1836897585300394039,https://pbs.twimg.com/media/GX34jFsaUAElchl.jpg,,en,"Berkeley, CA",0,0,1,https://x.com/LBNLpathways/status/1836897585300394039,1224777193118584832,LBNLpathways,positive
1836897558351732918,Thu Sep 19 22:38:00 +0000 2024,1,How can partnerships between businesses and humanitarian organizations drive sustainable change in the face of growing climate challenges? Join @IMC_Worldwide @ServiceNow and @Forum4theFuture for a conversation about alliances for a sustainable future: https://t.co/6MDMi2Ycme,1836897558351732918,,,en,"ÜT: 34.018689,-118.483186",0,0,0,https://x.com/IMC_Worldwide/status/1836897558351732918,16334429,IMC_Worldwide,positive
1836875222009434415,Thu Sep 19 22:37:53 +0000 2024,0,@TheStalwart degrowth would be hanging laundry instead of using a dryer not hand-washing. and the answer is that a lot of the natural growth in the 1st world is actually driven by externalizing costs (like electricity costs of drying-&gt; climate change) onto the 3rd world,1836897530572923145,,TheStalwart,en,18 feet from you,0,0,0,https://x.com/hypo_cube/status/1836897530572923145,1318729559383150592,hypo_cube,positive
1836798217046184308,Thu Sep 19 22:37:45 +0000 2024,0,@darrengrimes_ Starmer is listening too much to WEF WHO NWO and globalists elite who made up fake climate change just so that they can control us and take away our freedoms and freedom of speech. They want us to eat lab food while they live it up in their ivory tower,1836897493696524534,,darrengrimes_,en,United Kingdom,0,0,0,https://x.com/janetha72691315/status/1836897493696524534,1516083521034637313,janetha72691315,positive
1836888894689652863,Thu Sep 19 22:37:30 +0000 2024,1,@M_i_c_h_a_e_lcc @DougCameron51 @samanthamaiden Tbh atm I don t think Labor is much better. The political duopoly is yet to recognise the expectations of the next voting generation eg housing climate change and both will continue to pay an electoral price.,1836897431159722231,,M_i_c_h_a_e_lcc,en,,0,1,0,https://x.com/ladnerbarrett/status/1836897431159722231,2929040544,ladnerbarrett,positive
1836897396833526198,Thu Sep 19 22:37:21 +0000 2024,0,@POTUS @alizaidi46 @BLMNational the deadly heatwaves and raging wildfires are being driven by the continued extraction of fossil fuels. Please stop new oil &amp; gas projects on federal lands to address the root cause of climate change. https://t.co/O2GgrgklgG,1836897396833526198,https://pbs.twimg.com/media/GXXuN6zXsAA-2RO.jpg,POTUS,en,"Perth, WA, Australia",0,0,0,https://x.com/kimbowa/status/1836897396833526198,6644462,kimbowa,negative
1836456943185006982,Thu Sep 19 22:37:19 +0000 2024,0,@StevenJonMiller These people just get climate change a bad name. Fortunately they don t represent people who have a genuine concern for the planet ,1836897386150363165,,StevenJonMiller,en,,0,0,0,https://x.com/centresville/status/1836897386150363165,1634574137069826049,centresville,negative
1836897370157482346,Thu Sep 19 22:37:15 +0000 2024,0,Perfect for #WFSyear12 #WFSyear13 - Climate change is turbo-charging Somalia s problems - but there's still hope https://t.co/ptGc1XXj4g,1836897370157482346,,,en,William Farr School,0,0,0,https://x.com/WFS_Geography/status/1836897370157482346,2208889590,WFS_Geography,positive
1836556491286835280,Thu Sep 19 22:37:03 +0000 2024,0,@chinguetti1 @Rand_Longevity Climate change lmfao,1836897318064226403,,chinguetti1,en,"Houston, TX",0,0,0,https://x.com/osu200200/status/1836897318064226403,1258246183,osu200200,positive
1836897313597395067,Thu Sep 19 22:37:02 +0000 2024,1,Your house in Martha's Vineyard is 9ft above sea level. I take it you have no concerns about rising oceans due to climate change.,1836897313597395067,,,en,,0,0,0,https://x.com/Tybernicus17/status/1836897313597395067,1653899380687077383,Tybernicus17,negative
1836897308136337689,Thu Sep 19 22:37:00 +0000 2024,4, Researchers have discovered that methane emissions are rising at an unprecedented pace. Methane is the 2nd largest contributor to #ClimateChange after CO2 and its presence in our atmosphere has increased by 20% in the past 2 decades! #NoLNG https://t.co/YZhM5RmhWQ,1836897308136337689,,,en,San Francisco,0,1,1,https://x.com/RAN/status/1836897308136337689,10340482,RAN,positive
1836804984588935462,Thu Sep 19 22:36:55 +0000 2024,0,@elonmusk How is this ok on any side? I dont understand how anyone can be for this. This isn t like one side working to stop climate change and one side doesn t believe it s happening or if it is happening not worth trying to stop it. This is letting unvetted illegal immigrants invade,1836897285973950649,,elonmusk,en,,0,0,0,https://x.com/Deenobrown123/status/1836897285973950649,1257501104704757761,Deenobrown123,negative
1836837295040909740,Thu Sep 19 22:36:18 +0000 2024,1,@mike_feigin It was ugly hot in classrooms today. We really need to upgrade these buildings to meet the demands of climate change.,1836897130335646163,,mike_feigin,en,"Buffalo, NY",0,1,0,https://x.com/elizmegs/status/1836897130335646163,15421973,elizmegs,negative
1836751718404567512,Thu Sep 19 22:36:03 +0000 2024,1,@TulsiGabbardrep Nobody has any business telling us about climate change global warming etc. It's all BS,1836897068398325911,,TulsiGabbardrep,en,,0,0,0,https://x.com/777_drumstick/status/1836897068398325911,1814127580943126528,777_drumstick,positive
1836896968645267639,Thu Sep 19 22:35:39 +0000 2024,0, We have responded to your queries. Please visit https://t.co/EwP9PhcUHj to peruse the list of clarifications for the below referenced request for proposals. https://t.co/AaE1l52ILy,1836896968645267639,https://pbs.twimg.com/media/GX34CqmWkAEIt2z.jpg,,en,"Belmopan, Belize",0,0,0,https://x.com/CARICOMClimate/status/1836896968645267639,779049289,CARICOMClimate,positive
1836737927239389361,Thu Sep 19 22:35:20 +0000 2024,0,@WarPowersReform Option 3. they understand a militarily adventurous China will be just as devastating for the people of the pacific region as climate change. The unwillingness to explore that China may be a threat negates the entire arguement,1836896887305293929,,WarPowersReform,en,"Perth, Australia",0,0,0,https://x.com/mac95871978/status/1836896887305293929,1495317279147696128,mac95871978,negative
1836888114872058002,Thu Sep 19 22:35:19 +0000 2024,0,@KTVU Is that why I heard military jets? #ClimateChange,1836896882033053832,,KTVU,en, San Francisco ,0,0,0,https://x.com/Mariavrgus/status/1836896882033053832,191309821,Mariavrgus,neutral
1836896769982222685,Thu Sep 19 22:34:52 +0000 2024,1,breaking news urgent now and beyond future! save our education action now - save our loving Planet save our loving animal climate change impact action now! save our supreme court blue wave Party! @ Cease fire @ immigration act - healthcare aid now https://t.co/XF18gBW07R https://t.co/gL1WoOtJF1,1836896769982222685,https://pbs.twimg.com/media/GX33nCeW4AEQ9Vj.jpg,,en,,0,0,1,https://x.com/LoanNgu02041197/status/1836896769982222685,1421597985046032386,LoanNgu02041197,positive
1836842405900996782,Thu Sep 19 22:34:47 +0000 2024,3,@billybrizzle420 Nah climate change and the industrial/infrastructural breakdowns associated with it are gonna get us way earlier. Source: I live in California and the water I drink does not live in California.,1836896748838736026,,billybrizzle420,en,"Oakland, CA",0,0,0,https://x.com/powerfuldonut/status/1836896748838736026,160492585,powerfuldonut,negative
1836892465313235085,Thu Sep 19 22:34:25 +0000 2024,0,@MarkVickery4 14bn spazzed about a con climate change for other countries,1836896656731820305,,MarkVickery4,en,Terf Capital,0,0,0,https://x.com/Isdemocracydead/status/1836896656731820305,2488156311,Isdemocracydead,neutral
1836895961290825880,Thu Sep 19 22:34:24 +0000 2024,1,am i the only one freaking out about the beginning of the end of the world like we are seeing the devastation of climate change TODAY &amp; Palestinians are being genoc*ded TODAY &amp; theres ANOTHER outbreak of ANOTHER virus being spread all across africa TODAY like ??? we're cooked,1836896651144843415,,keri_wtf,en,roku city,0,1,0,https://x.com/keri_wtf/status/1836896651144843415,217285573,keri_wtf,negative
1836896229491449912,Thu Sep 19 22:34:06 +0000 2024,0,Our goal is to inspire young people from diverse communities to use STEM to tackle complex challenges like climate change. This is a unique opportunity to see how coding and STEM can make a real impact on the environment. ,1836896578948169847,,up4challenge_ca,en,"Toronto, Ontario",0,0,0,https://x.com/up4challenge_ca/status/1836896578948169847,1010893336465563655,up4challenge_ca,positive
1836896503517896921,Thu Sep 19 22:33:48 +0000 2024,0,How many thousand year storms have to wreck red states so folks can see that climate change isn t a hoax? https://t.co/RV1HeL5hRk,1836896503517896921,,,en,,0,0,0,https://x.com/ShlomoBen1/status/1836896503517896921,1568352064840818689,ShlomoBen1,negative
1836882961381159419,Thu Sep 19 22:33:47 +0000 2024,0,@VP You mean the Climate Change bill? Call it what it is. The Inflation Reduction Act allocates approximately $369 billion over ten years to climate initiatives. The largest single investment in climate in U.S. history. No wonder everyone is still struggling. #Trump2024Vance🇺🇸,1836896495930343861,,VP,en,,0,0,0,https://x.com/MelisSIMah/status/1836896495930343861,1639542553035800577,MelisSIMah,negative
1836896492985979280,Thu Sep 19 22:33:46 +0000 2024,0,@POTUS @alizaidi46 @BLMNational the deadly heatwaves and raging wildfires are being driven by the continued extraction of fossil fuels. Please stop new oil &amp; gas projects on federal lands to address the root cause of climate change. https://t.co/b2lqCGEieB,1836896492985979280,https://pbs.twimg.com/media/GXXuN6zXsAA-2RO.jpg,POTUS,en,"New Jersey, USA",0,0,0,https://x.com/maibezerra1/status/1836896492985979280,893655924749029376,maibezerra1,negative
1836855809927688315,Thu Sep 19 22:33:46 +0000 2024,0,@MandatoryTopic still feels less specific than climate change imo. i also think people find the Terminator scenario to be inherently silly or unbelievable bc its soooo sci-fi sounding.,1836896492268966367,,MandatoryTopic,en,,0,1,0,https://x.com/GreerIsNotHere/status/1836896492268966367,67999985,GreerIsNotHere,positive
1836896457862844493,Thu Sep 19 22:33:38 +0000 2024,1,Newsom Threatens Elon Musk with Legal Action For Sharing Kamala Harris AI Meme (VIDEO) &amp;&amp;[Reported by Umva mag] https://t.co/KzURYkVnFM #US #Newyork #Kansas #Russia #Ukraine #news #breakingnews #worldnews #politics #usnews #covid19 #coronavirus #vaccine #climatechange #electio ,1836896457862844493,,,en,World,0,0,0,https://x.com/ikigeninews/status/1836896457862844493,1268680824779661312,ikigeninews,positive
1836896441928683781,Thu Sep 19 22:33:34 +0000 2024,0,In this special edition of NJ Spotlight News we take a look at two ways climate change is affecting the Garden State s valuable agriculture industry. Watch now on @MyNJPBS or online: https://t.co/4uWsa8X1Dk,1836896441928683781,,,en,New Jersey,0,0,1,https://x.com/NJSpotlightNews/status/1836896441928683781,35778956,NJSpotlightNews,positive
1836895681803436428,Thu Sep 19 22:30:33 +0000 2024,0,How Consumer Fears About EVs Are Less Prominent Than Ever Before https://t.co/tbed4b0QFP #Tesla #EV #ClimateChange #Renewables #RenewableEnergy,1836895681803436428,,,en,,0,0,0,https://x.com/Zxcxz_xyz/status/1836895681803436428,1096724430087208960,Zxcxz_xyz,negative
1836895622323921040,Thu Sep 19 22:30:18 +0000 2024,1,Join Acterra s YBtC Climate Education Series to learn about the Causes of Climate Change! ️ Check out our free middle school curriculum at https://t.co/kB48chkl3k! #GreenhouseEffect #GlobalWarming #ClimateChange #YouthBeTheChange https://t.co/6H1cAg9PXk,1836895622323921040,https://pbs.twimg.com/media/GX321XpWAAARp5a.jpg,,en,SF Bay Area | Ohlone land,0,0,0,https://x.com/planetacterra/status/1836895622323921040,2987879049,planetacterra,positive
1836895621447405730,Thu Sep 19 22:30:18 +0000 2024,0,Join us on Wednesday November 13th for our 2024 Stormwater and Climate Change Seminar! The seminar will be held at the Paradise Banquet Hall in Vaughan from 8:30 am to 4:30 pm. Register here: https://t.co/JVMAroQIIV https://t.co/9cBoQtZFxi,1836895621447405730,https://pbs.twimg.com/media/GX321XtXwAAEkOg.jpg,,en,"Ontario, Canada",0,0,0,https://x.com/WEAOntario/status/1836895621447405730,765673188831465472,WEAOntario,positive
1836894621970092173,Thu Sep 19 22:30:18 +0000 2024,1,@itfspilled LITERALLY OMG so you care about science when it comes to trans people but not when it comes to climate change? ATEEEE,1836895620650487944,,itfspilled,en,# 5TEEN ★ her ! hpdm ceo 𓆩♡𓆪,0,1,0,https://x.com/celestialdlm/status/1836895620650487944,1503921672595906562,celestialdlm,positive
1836232166520291772,Thu Sep 19 22:30:12 +0000 2024,0,@CramerSez @bbbaconpancakes @mrgshum Tim do you think climate change only affects costal affluent areas?,1836895597389042037,,CramerSez,en,,0,0,0,https://x.com/TheComixKid/status/1836895597389042037,271642068,TheComixKid,neutral
1836837707500155136,Thu Sep 19 22:30:05 +0000 2024,2,@newstart_2024 1 in 4 of the world's deaths today are from preventable environmental causes - Yes she is probably right and a huge portion of those deaths could be prevented if we did not waste trillions of dollars on the imaginary hobgoblin of climate change.,1836895568058085639,,newstart_2024,en,New Jersey,0,0,0,https://x.com/Robert_Heitner8/status/1836895568058085639,1607916447040143361,Robert_Heitner8,positive
1836895547728281854,Thu Sep 19 22:30:01 +0000 2024,0,#Climatechange has had catastrophic consequences but its impact has not been evenly distributed among all social groups. Two such vulnerable social groups are the #transgender community and #women in sex work: Vandana Sharma &amp; @rishikabairolia https://t.co/m9YQewYQ9u,1836895547728281854,,,en,New Delhi,0,0,0,https://x.com/ORFEnergy/status/1836895547728281854,1717170020210622464,ORFEnergy,negative
1836895533928964487,Thu Sep 19 22:30:00 +0000 2024,0,Sanitation: Only 40% of the urban population has access to improved sanitation facilities. Climate Change: African cities are recognized as hot spots for climate vulnerability.,1836895545782079700,,MoJallow07,en,Remote ,0,1,0,https://x.com/MoJallow07/status/1836895545782079700,795402318124417024,MoJallow07,positive
1836895544569975281,Thu Sep 19 22:30:00 +0000 2024,1,Corteva Pairwise Join Forces to Accelerate Gene Editing Advance Climate Resilience in Agriculture. Corteva's $25 million investment in Pairwise aims to drive advanced gene editing solutions enhancing crop resilience to climate change. https://t.co/qHJ3WaJvbM https://t.co/aWYFzuB4te,1836895544569975281,https://pbs.twimg.com/media/GX0ae7EawAA03_P.jpg,,en,,0,0,1,https://x.com/CACSHOW1999/status/1836895544569975281,1474296642543050754,CACSHOW1999,positive
1836751179428073562,Thu Sep 19 22:29:47 +0000 2024,1,@RickPaul93043 @CaptainDick12 Reducing emissions in Canada at this point will amount to exactly zero difference in climate change. Nobody can show how reducing global emissions by 0.4% is going to slow down climate change when global emissions increase by like 2.5% per year.,1836895490623033349,,RickPaul93043,en,"Richmond, VA",0,1,0,https://x.com/10Apogee/status/1836895490623033349,426681862,10Apogee,positive
1836895351716073869,Thu Sep 19 22:29:14 +0000 2024,1,Wednesday''s Morning Email: What You Missed Last Night In Trump''s State Of The Union. From immigration to climate change.,1836895351716073869,,,en,,0,1,0,https://x.com/daisysavage/status/1836895351716073869,35430285,daisysavage,negative
1836666646091477430,Thu Sep 19 22:29:09 +0000 2024,1,@ClimateDad77 It s fossil carbon that s driving climate change. Can we stay with the main game please! ,1836895332338389322,,ClimateDad77,en,Your head (now) but contained.,0,0,0,https://x.com/Valentenya11/status/1836895332338389322,1596459758558400512,Valentenya11,positive
1836895301824827728,Thu Sep 19 22:29:02 +0000 2024,0,It s hilarious these morons think millionaires and billionaires will be the victims of climate change What a dumbass,1836895301824827728,,,en,,0,0,0,https://x.com/TheComixKid/status/1836895301824827728,271642068,TheComixKid,negative
1836895299065008605,Thu Sep 19 22:29:01 +0000 2024,0,Jet-Setting Academics Branded Hypocrites For Lecturing the Rest of us About Climate Change https://t.co/oboAOMjHvn via @wattsupwiththat,1836895299065008605,,,en,,0,0,0,https://x.com/NicholasTesdorf/status/1836895299065008605,1485012341498744834,NicholasTesdorf,neutral
1836751179428073562,Thu Sep 19 22:29:01 +0000 2024,0,@CaptainDick12 Climate change is a scam. Only fools support a tax based on a nonsense,1836895298318193048,,CaptainDick12,en,,0,0,0,https://x.com/Cartwright_Four/status/1836895298318193048,506900326,Cartwright_Four,negative
1836860800688095548,Thu Sep 19 22:28:58 +0000 2024,2,@thetribesman22 @BrendanCarrFCC Did you read it all? Climate change DEI etc. Shameful.,1836895286674784708,,thetribesman22,en,"Nashville, TN",0,0,0,https://x.com/Steeler4022/status/1836895286674784708,1739102794131382272,Steeler4022,negative
1836895250062704874,Thu Sep 19 22:28:50 +0000 2024,2,All the experts are wrong climate change is the DIRECT result of the absurd length of CVS receipts #saveatree #toolong,1836895250062704874,,,en,"Massachusetts, USA",0,0,0,https://x.com/ccas44/status/1836895250062704874,743568878,ccas44,negative
1836712657577013375,Thu Sep 19 22:28:46 +0000 2024,0,@EllieChowns Ya ll have been pushing this nonsense for 50 years. Climate change is a natural process and there is nothing you can do about it.,1836895235219116057,,EllieChowns,en,,0,1,0,https://x.com/JBHenline/status/1836895235219116057,1776951279811485696,JBHenline,negative
1836895231884583305,Thu Sep 19 22:28:45 +0000 2024,0,Vulnerable Sen Tammy Baldwin loses ground to GOP candidate in Wisconsin consecutive polls show &amp;&amp;[Reported by Umva mag] https://t.co/TjiykGWzCW #US #Newyork #Kansas #Russia #Ukraine #news #breakingnews #worldnews #politics #usnews #covid19 #coronavirus #vaccine #climatechange ,1836895231884583305,,,en,World,0,0,0,https://x.com/ikigeninews/status/1836895231884583305,1268680824779661312,ikigeninews,negative
1836894142859018661,Thu Sep 19 22:24:26 +0000 2024,0,Some delivery facts: https://t.co/pvCqMqUGBv,1836894142859018661,,,en,Ipswich,0,0,0,https://x.com/GaryNoddy/status/1836894142859018661,463126001,GaryNoddy,neutral
1836883089865273537,Thu Sep 19 22:24:09 +0000 2024,1,@stuzi_pants It s totally partisan now. Probably fear of a wealth tax. Brexit is a disaster Europe is either burning or drowning through climate change.,1836894072826392589,,stuzi_pants,en,,0,0,0,https://x.com/JoeCarr05014455/status/1836894072826392589,1005112317321908225,JoeCarr05014455,negative
1836894048302551523,Thu Sep 19 22:24:03 +0000 2024,6,The people will continue to come across the channel until you address the causes. Stop selling weapons into conflict zones and address climate change seriously. Failure to tackle the causes will see more and more people come to here and the other rich nations #bbcqt,1836894048302551523,,,en,"London, UK",1,0,1,https://x.com/Donno28/status/1836894048302551523,897394406,Donno28,negative
1836894036071755831,Thu Sep 19 22:24:00 +0000 2024,1,The General Assembly hosts a much-watched debate of world leaders annually. Its 2024 meeting is expected to emphasize climate change the Sustainable Development Goals and the wars in the Gaza Strip and Ukraine. Here's what to know: https://t.co/t7pQUrrp0t,1836894036071755831,,,en,"New York, NY",0,0,3,https://x.com/CFR_org/status/1836894036071755831,17469492,CFR_org,negative
1836893947114967445,Thu Sep 19 22:23:39 +0000 2024,1,The main reason co2 is a benefit to society is that we are near record low levels so having more is greatly improving plant health. co2 isn't a problem for anything for any reason. #bcpoli #yyj #cdnpoli #climate of we need to try harder to break the spell of #carbontax!,1836893947114967445,,,en,Victoria BC,0,0,1,https://x.com/RegimeChangeBC/status/1836893947114967445,205988930,RegimeChangeBC,positive
1836805720341463176,Thu Sep 19 22:23:19 +0000 2024,28,@therealmrbench MSM and the government will say it's climate change.,1836893863082074406,,therealmrbench,en,,0,0,1,https://x.com/IUncommonSenseI/status/1836893863082074406,1587330982444761088,IUncommonSenseI,neutral
